,index,photo_id,business_id,caption,label,label_name
792,792,d6bxhfWKGdv6n0n2WntEuQ,2JVtFANDHMVw7ZSkAeyK2Q,Pimm's!!! Delicious and cool.,0,drink
793,793,Qi-HlLrgXCPITvjzMx_dxg,NI5624w-lt-8ksu5Xlo6tg,sencha tea,0,drink
794,794,2u8Fr7q0oHx9hCgF1ii9lA,1q3u0GmFKRKPV_ikCiCbUw,Nice and light. Just how a Pinot noir should be!,0,drink
795,795,A343AXdVSGN8aDpxzl41wQ,3f2FIF51BwuRtu75eBdVOQ,Sake Ginger Mule - $8,0,drink
796,796,RYgri9fOiEeuJWj3KUl2mg,_4R46MNkwx9MeOyt0YfNxA,Bloody mary,0,drink
797,797,SuFWtrnsN5VlNl3-WFYJTQ,W2WQDWey3ycXfRdfDShuAA,,0,drink
798,798,ODNDTX4Z-HP_HqoSJWrClA,Vp1kiliceNp6_K8tkRCTCg,Prickly pear margarita,0,drink
799,799,sQn4ce87JcUAvVOu5mRt9A,YTUqmJL9K1SgxhzPLSTSMw,Mango margarita,0,drink
800,800,QGJRbCCs_QEn1uX8P2mCmA,FYDP6p5G9ZcI4UW7inh88A,A couple flights,0,drink
801,801,yECsJG6YewWUKDcBsyScng,Tta8AYBZq3fwr1n2up75vQ,Bloody Mary (not so great but extra points for the jalapeños),0,drink
802,802,vFTrkVH3kQ5TUbI5G5vaow,2TXf9KAC1tNjtvxB9n9Vmw,,0,drink
803,803,HBA26-Owm3U1T0EqsBXBmQ,c67rQbz3CEXyI0nd5kG-Uw,Blueberry Ginger Lemonade,0,drink
804,804,2xeQTojjFYswd35s8rTVlA,mJ6wNXXsc5ettMVhrLMv-Q,LG lavendar lemonade May 2019 popover king,0,drink
805,805,LQMZJe65X6ALxcaC6rBc6A,cHH0vwcivEJJOL5vZ4PMhQ,Imperial IPA,0,drink
806,806,Bk5IfLYPxIlRhEep2-O4Pg,DoxJ_ELGpQHDtuCNXEWtCw,Sam Adams Boston Lager,0,drink
807,807,CSjdJGwbNXFYYj6ijv6L8A,IR7sRvHFNAiPLni0sOZewg,Delicious organic smoothie. Half and half- coconut and tropical fruits with blue agave and other delicious ingredient.,0,drink
808,808,wxpAih76AmpoZ-mtJXXiYw,mjNCnP7H2bCDKb3TuQCdgg,The Prince Roger!,0,drink
809,809,q5l9ZluIioJbXoa6XO-jQw,TdCpU1NkE6aVWAdTzuhZ0g,,0,drink
810,810,kslfi8OoiBHdUkB1zqET3g,FYDP6p5G9ZcI4UW7inh88A,So much beer.. Why'd we order all this?,0,drink
811,811,LojMPXDk8kR2Pajr7bI2tg,fdPVA0QmidV1KxO-c_CY8Q,The creamy Nespresso,0,drink
812,812,fJLAEPuDQ4FoAlvP3O-qvQ,kxSce-ipaV5GwiN8Ntq2rg,Buffalo Trace bourbon Old Fashioned,0,drink
813,813,Y_PNaSJJgQ8Y5m1VrrDnVA,efSAW4F-XiY4l8VXhGUaYQ,Frosted Frozen Fanta.,0,drink
814,814,00--tBwLHF9SDmCaJFyxRQ,D6vNP2CBjP3Lg7Xid8bYfg,Mmmmm starting right at the columbus fish market!,0,drink
815,815,p_nB6a4yFwB8t-KD3LymXA,f6y7OVZg6h7x93x9O-8txA,,0,drink
816,816,GlfMtfJK09WfW-nvYlmQ3w,0F3LEU42pE0c56o0EpXW-Q,,0,drink
817,817,74oWvVVIjms9LjfHQOgxMQ,DZnhcxnSys_emI7ZHd5jYg,Crop off the foam.,0,drink
818,818,47wQ--e1mMMiS0Ji75i7gQ,e-WZZkMV5k83iSTQ15NdcA,The Very good gin and tonic,0,drink
819,819,KsTo4wfbwlAYxo-ekQuJbQ,HKi7fd2bTzZfVB_Dz9vGng,Meh...save yourself $25.,0,drink
820,820,V56D9DwbKghPLQhG5HFuFQ,1oaLbht4VGk6YHfV6QdQUA,,0,drink
821,821,DdH4XIHOHfv_NJnyNOY6bg,w9N0lq1iO8m5REKykIrCyA,,0,drink
822,822,lei121c7ABiEO17o68Oatw,dRMSM-8cISIgtH60XYEDYw,,0,drink
823,823,lDqEXt6ulsu6rq75r1Irew,dEUGtDiZBbXlcljCyQrfzA,Sake Mojito! Cheers!,0,drink
824,824,f3gLmnRsN1eOVm_GpwoPlg,YGSacISAJEsEGrBKFwR0Gg,Westland old fashioned and cava,0,drink
825,825,Do-n0nZTPf6_7y3qHPYe2Q,IkOy_aplgy0AHNPr8gQ-MA,,0,drink
826,826,chEEC00dLmcopYFKdv3u6w,i5h9wem0wCJO6cvBJ5lP7w,Connary as 'Bond',0,drink
827,827,ClOa4q13qrv1DSJRnI2xWg,ngxBSseIkU8eI0c5o37BsA,,0,drink
828,828,PxQQAsWpYbIqPj2wrxYmKA,faLdDqoM-DTcZeIs6nKHAw,,0,drink
829,829,ODdaz9LXMU5j7zgzRyiLnA,RoG1l00HKkbtFfkQM0YSyw,Viet coffee,0,drink
830,830,dRjd2w6SggJeyBNzdKsIyQ,mHHPfCZGRp4BQe_QvVno7g,Olive oil flights are absolutely my favourite Tuesday night thing,0,drink
831,831,UU8cA3d3-nhL4TJ9B760Tw,Eqt-cxIJf5eAKNotaOb-Tw,My beer float and their drink menu.,0,drink
832,832,KuQ8PAdBGdyfsN0rkEBJ-w,VImbIWfxODVsiRHebSQePw,,0,drink
833,833,T-Qv4BVTcIgEHOQOmIFjtQ,wGARn3y-JE6UDtAEAncspA,Happy new Chinese year,0,drink
834,834,HLjg9z8rtu2KIkdyifwEoQ,Ha3RupmtF-6hn88NzfG9ag,,0,drink
835,835,dedqTwowJier2ffi6Dgozg,8Qz9VZAy32E--x89Xm0VEw,,0,drink
836,836,qhIww1EH9YQd5hc80MZtFg,8-2kX5Xl3zgfW-tb8eWzhQ,Not very visible in the picture but there was some kind of mold on my glass,0,drink
837,837,MBJCvOYBO5D4hwtrqUkU3A,phlMO0GRCEeUnCI4xHBZOw,Macchiato and oatmilk hazelnut latte,0,drink
838,838,sYtowlmRDbFrl3QLBRA5gQ,4UDcDVbXjjSel4y89HQlLA,Rosé,0,drink
839,839,C7Shk1e3mbjkWtTivpBYdg,bpRo8dXXY0SlFWIpxoL-sw,Cappaccino,0,drink
840,840,eaCQiIXgbRUsE1h2iG5nfg,zioLxtBc9THNS2TOn9xW1w,Pok Pok Vietnamese iced coffee with stumptown coffee and condensed milk.,0,drink
841,841,8iRsgMyTcT2BdKy5t65-FA,BUAqDt6h5oVtmCAQwmNGcA,,0,drink
842,842,sBBmUUr37w4nlFDifmXh3Q,eIFT6g_Atp69qFfoXVBKIg,Kalamazoo beer!,0,drink
843,843,Dj_w0X0EZjut5pngY5PNwQ,siJ9q9bmYY2H7sqJW8zamA,,0,drink
844,844,BiFpss9c__1VuXNEwIPXwQ,LwzzGkidKQs8UCe7iZFj0Q,Yummy Mushroom Chowder.  Photography by: TWYST Creative (shot with iPhoneX),0,drink
845,845,95fKg757xgcVWv0O4Kt-sQ,zioLxtBc9THNS2TOn9xW1w,Mint mojito,0,drink
846,846,H0mxjjHRQPXHHtE8fNYybQ,cZzN8lIgiHacCnjrtI7cHw,Fruit cup. HIGHLY RECOMMEND,0,drink
847,847,dk3vdjF-RvStCWVmenJKHA,hJdX6qRwT2AbJyMXK7hJ-g,"Strawberry\, apricot\, figaro and pumpkin smash sample",0,drink
848,848,e-BAe06fdqBygMLJxlifSA,367aDatN4B0UNT4hNPMqPQ,"I think this drink was called the beehive. Had elderflower and grapefruit. Was a little tart\, but it did the job. $13",0,drink
849,849,1mFP3WOOi6zgPOGfJyOovw,_hcctosJSgfCBfYmNPTP9A,Clam chowder bowl,0,drink
850,850,NtH4cV6LoC580nYG5cw6iw,49KEePxtz8UdVzYQjAS-jw,Turkish tea,0,drink
851,851,4JOahVqDhGJTWGWItYNvpA,WY9ZzHCZI6jUe30cUdEUaA,Another customer drink... like a creamier old fashioned,0,drink
852,852,0XBMrRrUfaMORNiRjrHHiA,SE--O_PiPM346NReI2256g,Peking duck toppings~,0,drink
853,853,2st0xbglM9RaoCBFVTWmmw,IMY8QocXtwYQqqt2Y15JmQ,,0,drink
854,854,i4TeumW5xiPEdEG9RzguQw,hLRE3KLJxt7WfCgLdov3Xw,,0,drink
855,855,k8mf0f311JMudPXRvePx1w,-QxnJqZTlI9FHmgm1wzCuA,Green tea with herbal jelly,0,drink
856,856,0Mdmv4NhvI1DnpnPW-p8yA,24gPFeyphGmg_pxiMT3eGA,,0,drink
857,857,xmEnPU8Uj0LqoQAAfOv1ig,4RH5yxIM52U-BuwPTwe7iQ,Old fashioned,0,drink
858,858,lgAl0TDqaeEzRj32RKmG4w,1wtsCG-kaVwi8OIlXSvDBw,,0,drink
859,859,zrAdJbTg010f40IgDF_ylQ,6MxHUXcUPbWuRFHr8N7TiQ,Tecate-Rita!,0,drink
860,860,2bYbvn0S_SktUyk9e85gSg,Ys42wLKqrflqmtqkgqOXgA,Luc Lush,0,drink
861,861,MoXsLzL6_kK5ltMt4Iemmw,DIHSgOkVRQQqjEKNZ9i5vA,"""Wasabi Ginger Margarita""",0,drink
862,862,SGhh9SuyxqLUj1auHi9yNA,ErKcSfzJOg8U7jOt8G18kQ,Well Mannered Dirty Martini & Guava Daiquiri,0,drink
863,863,TTrH3Rk-SWk80SewTWz2HQ,roknc2Ob-HMfE0YsTcCiCQ,"Cans\, Cans\, Cans",0,drink
864,864,lam9Ksu94wRukaG5be6uKQ,wutVo9ZjFu99HAAY4IGjhw,Frenchmen St. Alley Cat and Smoked Bourbon Mai Tai Cocktails.,0,drink
865,865,BvUvANG84-y8qlHM2dq78A,KZvguSQqWh9Jl_LGgKTTAg,Sangria,0,drink
866,866,xb0WZQRQ0YzzN2SwrGRohg,VImbIWfxODVsiRHebSQePw,Round 2,0,drink
867,867,UvHSmiris8rSbN0x_zuw4A,fhyZiY312TB2P9w-ZcT7xQ,Pink Mule,0,drink
868,868,XwKp-sLZ9tgRKjwvo1C13w,tau2mchY6M7lGyLHgBbA8A,,0,drink
869,869,qmalQUPZqhM_Nwh_mQ1iSQ,xPbQFIxY-JpSK1IlxFylNA,,0,drink
870,870,JTGVGEH8Mdd6hwHeZTTKNA,8DY_nlDhL7F8s1e8eZQFeA,Strawberry daiquiri and piña colada.,0,drink
871,871,uogZgpI8n_YXpTzquOr1bA,Eqt-cxIJf5eAKNotaOb-Tw,,0,drink
872,872,lm6L9srlQ3nGaAScveSpAQ,WAKwis2gWtNjRqFGkgwORw,Citizen cane,0,drink
873,873,QarWnKOOslnCWUwRbYXtHQ,0KR5KcpOPBLYQWo0RXI8uw,,0,drink
874,874,IXlrp3ke8Ul57UB8jZcjpw,-ddg_QeroOrW7UO5r6RFEA,Sampler,0,drink
875,875,RJg5HwCwj_IsXlPtXdgjVw,4QrP2MbpEC6LLUD0L_OVLw,Yay,0,drink
876,876,G4AbssvO2ddwdFQMkDb2Rw,uZaT6J821lHMFrfrFno7lg,,0,drink
877,877,j_p-H0zPKBkkQWdkGmBtDw,-UuD2pRs9_ifSw8gZfu9TA,Painkiller (awesome),0,drink
878,878,FBN2-QV0ZFGTmWTb57GsXg,CM-GoJwqUEVkN2KDETWh9w,KBBA Beer,0,drink
879,879,zPJPEx_TJHoZwoojEmHoeA,aJpPFyqmYweduHwuMPu_tw,Pineapple mojito!!!,0,drink
880,880,0ZE2Rj1MqJPUunHnqWbyHA,3YkIz1QAYI1GpE_2jCA0ow,,0,drink
881,881,4Pylu3_nom3JvXAVYb7HMw,UOh7UdNocP9q5tPwAXipAg,12oz sapporo beer for $2,0,drink
882,882,16jB1PPsIXINNd8SyQ8zbA,DIpQItt1UW9oxvM73ROJ0Q,Modern fashioned,0,drink
883,883,qPpk2mLWmTkYWfjYp27zxg,NlZWZorD4qtbwAwPW5jPAw,,0,drink
884,884,6iNehtYAJyg8xqTYXvKvoQ,9H6NK0WtqUPpCMgVYSzw6Q,Peruvian Beer,0,drink
885,885,cYtCAtaxUUAQCzmV-pfMgQ,op2-8aK7VaNvXG8Yxas35g,Zelda at the ritz,0,drink
886,886,fpVHRD8dTxr4YdyFcVgFlA,Uka2rQrKf2dS6AhRUKwzrw,Beer flight $6.50,0,drink
887,887,pi5mR4jNbbAOkmGWgTLruA,yiwEseQVKRGmAtNggf3Gjg,White sangria,0,drink
888,888,Psn9Yp5sNeMVqp_KJQooFQ,Eg2wMDI7tttRZQ6u2usKNw,,0,drink
889,889,6-Wb1uH8TlgM1ohj5WJwzQ,Nd5QL15cjeId7fIYwWxZKQ,,0,drink
890,890,GmoPBnOOo1QA7CcfaQ_GLw,5IjryghaJI79SBgr7Uz0Jw,,0,drink
891,891,dAweldQZryXl6j1uAf4tPQ,ZN0yWM9ThxeMpFF-J2y5Uw,"Pumpkin  latte art\, by Amy!!",0,drink
892,892,QhPG4dRcsZeqO82ClAKRfg,455O25tlHbi9-6wkU4UPPA,Hazelnut Latte / $5.25,0,drink
893,893,KsbshJPaEyV7PojHJyX0Bg,HpOHwvh66YsKFgxiFO3ggA,Best coffee ever!!!! Must have the hemp latte!!!,0,drink
894,894,ek3QdKqru55YsO1rTjkWEA,4gvO8Hfu7Obf_6lRpMstAg,White mocha,0,drink
895,895,LQX0gbY3eshyQtvxYbnYnw,ou-fiNCY_iAO_oYTH5PWGA,Rocket fuel coffee porter,0,drink
896,896,8D2zTBM-F9zSv8Gn_9RFew,vkKt5OWXLRXVxQMk621Oog,,0,drink
897,897,SPMWcNjs5mjZbLfUqAbSsw,KR2yq1GAAeH8Ozg1CS2dJg,Michelada,0,drink
898,898,-2gXQETJe4MahCOSMoBNMQ,bXWbp96kOBW-aJTL_IXiaA,Bjorn's Raw Whipped Honey,0,drink
899,899,6FH5eW67X21TZifeKsGIUQ,wHUqPSykTimFhHlRpXdqxw,"Chestnut Oatmilk with Brown Sugar Pearls\, Passionfruit Spring Tea with Aloe",0,drink
900,900,GIQ0gySdv7ax4y17XuUGtg,3KJ-vK3xNUALksxjOrVPQQ,,0,drink
901,901,p8Omg4wG5Dp8Pwd1azTm8A,oEW-Q4yK8l8JFARKhidhdQ,Moonie's sweet tea,0,drink
902,902,fe87ynv3wvjAFH8htuwHMQ,XyetizHlcU7M96mVoSzB9Q,Latte with love,0,drink
903,903,jOHVSKNRnJcTvDThwixlVA,nwwFLvSaUHEagSi1MSjqRA,"Flight of beer...Pineapple Hef\, Honey Lager\, Raspberry IPA (left to right)",0,drink
904,904,dfDX0SOb9UFSN-2Xw43rCQ,BXdD83IMkq4r1Q1_OUo7Ug,I would really love to spend some $$ and time here - but for some reason - your corporate policy is to not allow people to sit inside,0,drink
905,905,R_ZC9wY-qCKaaHLBME2fJQ,Dws9CTziJDVlGQcQ5lgG5w,Perfect for this crazy muggy weather!!!,0,drink
906,906,9YClhb88y0j1ykIY7DleaQ,6-PThU0EzyDg1HHEJ8Y4WQ,My lovely limonata,0,drink
907,907,KrZCbrLVGzyDBc3OuZGpKw,ljBH1FoYNZ_Ubhfkqvs-Sw,Large beer,0,drink
908,908,CIjhH2TbxcUqlfuiwoB_Sw,s76JeIeYFXUQjgJG6eBLvw,,0,drink
909,909,kjQ_WD5HjcyW5d5l0ana1g,xR2Alw8UQSfjxielUy-how,Capirinha Yum!,0,drink
910,910,sQGY1PRDtVScipebSu7vhw,e2eRiMYuVq_shgO-mnUcwQ,,0,drink
911,911,LJgPlilUhIt5NoBw0h3UYQ,8afHm2e69K4Xmi3pJJ7ZdA,"Gaseosa\, Jarrritos de Guava.",0,drink
912,912,rDokWGiJC2925EWcmpIz6A,iis2N7u4j8L18wNCz8GGJg,"""Pitcher"" of soju",0,drink
913,913,Fu_bqgna-4hGtwFtoL8WFg,ecITYDxWQjmu69cKKBD70A,Merlin's magic,0,drink
914,914,pAr971OJ4YjhXgsjKDfcHg,NnaE4IKlc6XdYOUu4IOV5w,Love how they serve their tea!,0,drink
915,915,4FsBOFN2w2D5YsjbJAVnZQ,YIMAkkwK_8sBlUEnesSCZA,The cider is amazing!,0,drink
916,916,F4axmIyx-YDbCD-H5E5I7g,es0HGPum5bOj-HnOGwN15w,The Reds,0,drink
917,917,EBCSPTR_nvWvlmNu8j8k_g,n-_p1jwGCbZT9YaTbugsdw,Tiramisu tea,0,drink
918,918,qbrH0-ROgeiff7Eqy4DVaA,CFG0StBnZmyf-V4WzSa_2g,"Besides beer and wine\, we have coffee and other non-alcoholic beverages.",0,drink
919,919,Yd_neudOfQA4XgQHldOwsQ,zubXuwlAEbvZd-MiLOgofQ,Little boss,0,drink
920,920,tp7-wbN3dB8-u6Q6wNuhPA,zZIWHmITwqaC8OhnPkjEIQ,Flavored latte and Caramel Macchiato,0,drink
921,921,UP1JTvlF5Zig9HmitUlpiA,1XcgUZ42jACCo07QXvqgxQ,"Their strongest Daiquiri choice ""the hurricane"".",0,drink
922,922,Q6gZOVM1jlXAk_ASlBQjVg,wV1jn1hRVkKClxstWDXAyQ,House Latte,0,drink
923,923,QzpF6-I9MsgqPfjAuFvc9g,DMaDwTPGFgvM5zZxt3ctPg,Moscow mule,0,drink
924,924,PHKd92ufO_UPMNuVO9o1zA,qeuJgUdcmL5yAweOsMm6rA,Beer samplers.,0,drink
925,925,dxmst5tmP4Z2d7sQ_28FdA,xcPROsVXJzXdDb9rPddlJA,,0,drink
926,926,Aty6j-XPl_-EfyTk3Ibjlg,i02tPTucNiNazmdLBur07w,,0,drink
927,927,e_rR0GmSSItnXTEna2PBRw,pw1GOdx54tJClcUvHB7kvA,,0,drink
928,928,9RrmL228815pn6tHGCnFRA,bnI8zr_LqMORglTZz9fKyQ,,0,drink
929,929,1w_vFhubuIO4iyo8MugTNQ,MirnOwfeKpYAtS5b_mGuFg,Brown Sugar Boba Milk with Berry Milk Foam,0,drink
930,930,MNTj6irECRFP0YB0aSeZFg,qU5gXGWVzLkebRXcr7ZWhg,"Bloody Mary. Was just ""meh""",0,drink
931,931,fu6y9LXNOZwhEUl_R7H6ZQ,U5BxQ-E-pbvFnHAQVwHaqA,,0,drink
932,932,Z5Tq-_QHsHylY600QEugZQ,cMB8pX870DZzTNg1TSGRVA,Vanilla Latte,0,drink
933,933,f-4DODlpyCb5A-KxHKlZpg,gYuTx4cB_5UutuWIGusmUQ,Huge beer mug :)  No complaints,0,drink
934,934,7TguZc0mXGPZ4j7IHTWAJw,NEyVq3SIgEQrHiGYzh2O8A,,0,drink
935,935,E67wvpbOYZdTJUVqBqjljw,HVxiZy8wXNaRbAZ_4mhu8A,Joe's Margarita ‼‼,0,drink
936,936,aVbeirE46LlS4zUVnGhWrw,OTQixKEJ3hN9MJUrXZzxBg,,0,drink
937,937,CM9fGmR-2tTpWaZXYyT1sQ,N2R4wJnQkh0aIm007Z1Jnw,,0,drink
938,938,zk74CWFfFBJJc8YFEo1FvQ,BoH8y3-YLNG4QuUB7IztDA,,0,drink
939,939,EMpU93QiqXoi-gNGe1ixBQ,zN4Aj9Xe1pFVLTXfEZ3oVQ,,0,drink
940,940,z8dDJqUY2PfUFic3KrjXqQ,1YFG_TcX0x5XmzlVyR8mnA,Cute little coffee cup plus some awesome coffee art to match the taste of great morning coffee!,0,drink
941,941,G9P7bjUmZsKuqhF7Cd02GQ,K0ADYwFpx923NW0Z7nsNfQ,Small batch brews,0,drink
942,942,HYObxUdIV8FeYPtvdYE_nw,a_9FugOfgc-GH0Svm3Z05g,Patron Margaritas! :) (Note the cool margarita shaker),0,drink
943,943,Nwjb9C5bv5zTrh0n8vkACw,B_W4Nq3-iFWV2ato5AjXTw,Raspberry drink,0,drink
944,944,mubfzZIliDJ24K4AyRudLg,Qxf2f3JlIXtOKtU6_qnKlA,house white wine and a sangria,0,drink
945,945,MgcrhLBXZddkywc4rqBeHA,uBudIvJqo9EPXnUnsj9wiQ,,0,drink
946,946,2tTw04SePvoNm8Ef0bPivw,8Jfw4SDntItUSrcl5MS-dg,"Latte\, cafe au lait\, and Florentine",0,drink
947,947,E0XMw4REzr6hJNFVzOoIqw,AcjdjQ1oFbjX54oO9aoGcA,$5 mule for happy hour,0,drink
948,948,8rVfK6SzaC-vnlRYudpQnA,SFqFFIA4Ks2oHfgEANoRlw,Sangria,0,drink
949,949,6LNa8R4C52HfUjGMXuMrVA,SrsebLQ5lVehQXJp8OcBUg,,0,drink
950,950,5bKsXfNe0a5SHlS8-K2hIA,sP5ldOlViArNyKOc9sKbFA,Passionfruit + green tea my favorite all time!!!!,0,drink
951,951,UwYLMgC5M0ua8sfv9A-pXw,oouwv9WR9tteQ6LL533zeA,,0,drink
952,952,rgTcKwF3o8lHlnzfD5DeQQ,6VhcvzGrfYYSygc9UKYfQw,Thai Tea Float,0,drink
953,953,vN0DhOymOanvdQ2lfagYDQ,Eyd0LqJqcEcK92zg_xZSvw,,0,drink
954,954,oGTnaIx5uCqXaRoSZE0RNw,y4wbm5Si8r19NuUfz5NB3g,This chai was off the charts good.,0,drink
955,955,Zqz-MLhNK8Lo9YtmYk5Qqw,cEC3lx06tjhMOAomZnD1Sw,I'm leaving the rest of it here.,0,drink
956,956,GuYNmml-fheFKV2xPju31A,zS68J2AOk2AHVJOcwPPLyA,Coffee,0,drink
957,957,RJD8lcOwwyst_arJfmhEyA,eMdepNFk07Qmjy5ZOvdCpg,Jerky and Shiner!,0,drink
958,958,Rw9q4eJv9sb09vG5ePuluQ,sA2gVTJOBH7Qk32p48ENdQ,,0,drink
959,959,SqXbwL5SsArC70pVde-Rzw,R5KN4NPM9tyIfSZEOIjg3w,8 oz latte,0,drink
960,960,C4mvmSFpPU_CW2WXmy3Eww,IWLHLZIzovyhrSFvQFTf9A,Strawberry milkshake tastes just like Hershey's strawberry syrup.,0,drink
961,961,ydjEkXY4P9CaSIAU6nPg3Q,MKwZ-bw_fvGd_Xggu03mjQ,Elysian Space Dust.,0,drink
962,962,NEjDHchHsiJmgVDWureclg,mqpAPeCXa3g_l81LMszv1A,2 for 1 moscato and bud light drafts,0,drink
963,963,cNMBpqKzJzTmeRk3DMlsuA,63DRZg2CGsBifJ_WQfwEVg,Prosecco Peach Bellini along with Eggnog latte,0,drink
964,964,yeU0hhsSHumOU4DMcdM93w,oagLlpqz3ToDY7-qS5x21Q,Very small beer,0,drink
965,965,TZbC0Nswm7gwtkVCc93P8g,H61GvE_VbTXtQbEgTPLchg,,0,drink
966,966,n0oreRRurFfymjI1fV9BNg,uKkaQjs8LMaqg9tiPT0EQw,Pina Colada and Strawberry,0,drink
967,967,Wh85g3Bwk1ziLGDQVLNaVg,fDN0uSIiyO1kLRZEJVJ6dg,,0,drink
968,968,JGEg6RlCDhEALXVFGkPMYw,ZnTaHc4JP2E4cmER3umAJw,,0,drink
969,969,WDC-vM90942l7s9Zmo83WQ,M-LwDEPpD0QZXnYHqrOgaw,Love that they have vandermills ciders,0,drink
970,970,rQUyrOvTYpNMENNW4vzz2A,d9XhkRsH0Y4KjJbaOGUa8Q,Celery soda! Delish!,0,drink
971,971,FPnnYb0070k9qz4SJswKSg,M-ZV9kEuNvodw5BOr1HaAg,Mexican Chocolate!,0,drink
972,972,psnIzOYEVMgd_NIsTvQuEw,Qjr-YJ4Rx70XxHI4kTcVjA,"Blueberry Limoncello Cooler! It's made with Triple 8 Blueberry Vodka from Nantucket\, Limoncello and muddle fresh blueberries.",0,drink
973,973,4NOaz8ckSkOs1EWQ_zmP_A,xDp2sMYGERtISGPdbSdRRA,,0,drink
974,974,UhEn3Rs9qIxrDy10LhKWbg,X8m1xjwvzHHV1qI1OZso7w,Cheers,0,drink
975,975,T5Wn49mugbfvOF7ztXHA_Q,eUbq0uNxRlXQ6sy7phM7yA,"HH March\, 2018 - Mal Humaorados",0,drink
976,976,tpjDbNfBwMWsmfJVEVOyXA,Gu9VpNAUExw3nD7jtT1drg,cute ketchup bottles,0,drink
977,977,v4UKEpRgsGr4mf1VYtezeA,CvB_uHuU7v4MMDSxj9NQ2Q,Boulevardier,0,drink
978,978,EPON5mXqDcT612qOCSK4Lw,t5K64GkrmDNvJ92EZ7IVjg,,0,drink
979,979,gpPsfi3rKpmyKZpt6WxgSg,Az80my-M4NJFt8QsTqphtw,Italian Whites wine flight.,0,drink
980,980,CoxOnH3S15WdOJnk2dutYQ,4ZPcXpYcmsoiZQGn5M8JuQ,Happy hour at 3:00!,0,drink
981,981,jVA6CJvGz7nFfa7mYHWE0w,acRkrnOMeIiJSdbIBqDJvQ,sake soju flight,0,drink
982,982,87cCWDCRISx3axYQxR2jog,NUCB5MqAiXO-LQWTlD8kAA,Mai Tai,0,drink
983,983,nJjZFRUeeQGGvdmRM4UCZg,nM_9krmu73UQzBs-VsTFCA,Bleeding Buckeye Red Ale,0,drink
984,984,o7o7yESIT5qfD0iv2ZbhYw,s_MFqjt_2psSdvWTLhOKmA,,0,drink
985,985,GM8R_GCvn_SqAHkW-MiFEw,msflwi9eJ0RIazvKyJ0oew,,0,drink
986,986,m5LoCggb6LVV81PJOEiEzA,63uqZAAmP2Sq8odbKmOjEg,Iced chai tea,0,drink
987,987,YaNsy9EIjlrB7YfZGaYkqQ,071TGQyQC5Em6aBh9FEqgw,Ms. Ceely's Punch,0,drink
988,988,75hwtY0BIOSHP5utJVbgAQ,4GvGn-hLlEJVpBdnLZ3olQ,His and Hers,0,drink
989,989,8ekFBlC0UHxf0B0hsk3TyA,zD_dqVyosIhBd6A0XRfnfw,,0,drink
990,990,rxR6esF6KxMA-FVD-DvBrA,g4c4hvyyQT-NE7sJUWF8nw,,0,drink
991,991,zxZdaK25S5qWV0SbWpVszQ,nfOXmVIXkCwsT_0uu670Yw,Cold brew,0,drink
992,992,cN1DIi0s_Chhbj1yLLCGvQ,lUSKL05WeAYYzV_Bd-vZ5g,,0,drink
993,993,y3zkxJ-KfOclL2X81xVswg,dHwuTZr_W2YJeuEv6fAl5A,Strawberry Fields,0,drink
994,994,1LAckGq23Gf7rfFFsFWCBA,ThiFjxBkrYNAGNRwGAuJPg,Drinks,0,drink
995,995,A33ypdmgxMjawt4a11xxrg,yVrMyybfT45eRn5goZ0hpA,Beer flight,0,drink
996,996,sibSfLoBupKk-RZpmfn3Dg,6lzt34EXu9gR8T50ljhnrA,,0,drink
997,997,m8X1YOKkOhJM7BEaw_Ot5Q,MiKXOdJ-5zOw_rNzVN20yA,,0,drink
998,998,MmqnSxjmqsxmO-69C417og,sP5ldOlViArNyKOc9sKbFA,Red bean slush w/ bubbles,0,drink
999,999,uXfnSzTaNwrFjsZyqqZzNg,ZwgMgCiYXHb4Hl5lEbMmjg,My go-to drinks here.,0,drink
1000,1000,IFK2v_dMFE0a84zJK1ChGw,EzzSEvgKfrnyMqTBRuSH-Q,Served in a mason jar like it should be.,0,drink
1001,1001,U0RSwaNsuHP41j37QJIrKw,GLwm1aiBkJXoPTh6woGI0A,Frozen Margarita,0,drink
1002,1002,n1pu_XuRSXP9j_YUJ7Si9w,_V-VpV5AWREqop5b3hV8Hw,Frozen strawberry margarita!,0,drink
1003,1003,XTSEkhnxB_bis06WOqgugg,43N-TKU1m-y4FljMA0VXCg,,0,drink
1004,1004,Yhg0yHqAt5mPBAee2YiQHQ,awGu6k6BwtJdAKIpFOoPiA,,0,drink
1005,1005,jmhsgoBDgUUPONZUW_6NQA,G96T6B_DaxdDnuC1NugAIg,Call a cab,0,drink
1006,1006,F20ezF3eixl3pZmgsfRahQ,20znyS_wba0KUlbLtibdHQ,Lord Hobo - hobo life IPA,0,drink
1007,1007,lZlsEnNC-uW0wNwokqVaJQ,kvkzkUp4fVKM0ZYK6l8DJg,Windowsill brew...,0,drink
1008,1008,4DMYmZb9Bi-OVgOCTc8RUg,bPmWDBkjBhV11Yk4BipG4Q,Whats up doc gin and a Margarita,0,drink
1009,1009,FF-9x7aA-NnhLYQw8vPfhg,4XyXfIPnyXPVE2VY3cQ__w,Shea Wine Pinot Noir,0,drink
